StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Actions,Q10,Q85,Q11,Q12,Q13,Q86,Q16,Q87,Q88,Q89,Q17,Q91,Q18,Q92,Q93,Q95,Q94,Q19,Q21,Q20,Q22,Q97,Q23,Q96,Q25,Q26,Q98,Q99,Q104,Q36,Q105,Q39,Q37,Q106,Q45,Q46,Q107,Q108,Q109,Q112,Q114,Q115,Q116,Q117,Q118,Q119,Q60,Q61,Q65,Q136,Q137,Q66,Q68,Q138,Q139,Q70,Q153,Q154,Q155,Q71,Q73,Q74,Q156,Q157,Q76,Q78,Q77,Q159,Q158,Q79,Q81,Q82,Q161,Q160,Q83,Q84,Q164,Q163,Q162,Q165,Q166,Q171,Q173,Q172,Q167,Q178,Q177,Q174,Q176,Q175,Q168,Q184,Q183,Q182,Q181,Q180,Q179,Q169,Q170,Q185,Q237,Q193,Q194,Q195,Q197,Q201,Q203,Q204,Q206,Q209,Q211,Q213,Q214,Q216,Q219,Q220,Q222,Q225,Q228,Q230,Q232,Q238,Q235,Q240,Q242,Q244,Q246,Q248,Q250,Q251,Q252,Q255,Q257,Q259,Q261,Q263,Q265,Q267,Q269,Q271,jk_action_1,jk_action_2,jk_action_3,jk_action_1_pre,jk_action_2_pre,jk_action_3_pre,jk_action_1_post,jk_action_2_post,jk_action_3_post,lr_action_1,lr_action_2,lr_action_3,lr_action_1_pre,lr_action_2_pre,lr_action_3_pre,lr_action_1_post,lr_action_2_post,lr_action_3_post
2025-04-18 20:54:55,2025-04-18 20:55:24,1,,100,29,1,2025-04-18 20:55:25,R_6rxjYs2BDmxXdnx,,,,,40.2584,-111.6591,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Princess heals Jaguar Knight.,Enemy attacks Princess.,Princess liberated by Jaguar Knight.,Jaguar Knight's health is at risk.,Enemy hates Princess.,Princess is a prisoner.,Jaguar Knight falls in love with Princess.,Princess's life is at risk.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-18 20:55:28,2025-04-18 20:56:16,1,,100,47,1,2025-04-18 20:56:16,R_6pKe5usOP0btOrw,,,,,40.2584,-111.6591,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Princess heals Jaguar Knight.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Princess loves Jaguar Knight.,Enemy's life is at risk.,Princess is a prisoner.,Jaguar Knight falls in love with Princess.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-18 20:56:47,2025-04-18 20:57:05,1,,100,17,1,2025-04-18 20:57:05,R_6s4WE27nyEQUuDR,,,,,40.2584,-111.6591,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy kidnaps Princess.,Enemy attacks Princess.,Princess liberated by Jaguar Knight.,Enemy hates Princess.,Enemy hates Princess.,Princess is a prisoner.,Princess is in prison.,Princess's life is at risk.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-18 21:20:18,2025-04-18 21:22:29,0,98.243.194.107,100,130,1,2025-04-18 21:22:30,R_3MCdIqgHn1WnwoV,,,,,43.0096,-85.7569,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,5,5,4,5,3,,,,,,,,,,,,,,,,,,,,Enemy kidnaps Princess.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Enemy hates Princess.,Enemy's life is at risk.,Princess is a prisoner.,Princess is in prison.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-18 21:22:42,2025-04-18 21:25:35,0,71.197.192.93,100,173,1,2025-04-18 21:25:36,R_5Kq00TywY7kN9SQ,,,,,47.7495,-122.2976,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,3,4,5,3,3,1,,,,,,,Enemy kidnaps Princess.,Enemy attacks Princess.,Princess liberated by Jaguar Knight.,Enemy hates Princess.,Enemy hates Princess.,Princess is a prisoner.,Princess is in prison.,Princess's life is at risk.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-18 21:25:46,2025-04-18 21:32:35,0,172.58.13.176,100,408,1,2025-04-18 21:32:36,R_1KBJzqazHqmtvm4,,,,,44.9985,-93.3029,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,5,3,4,4,5,1,1,5,1,1,5,5,2,2,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Princess heals Jaguar Knight.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Jaguar Knight's health is at risk.,Jaguar Knight hates Enemy.,Princess is a prisoner.,Jaguar Knight falls in love with Princess.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-18 21:38:31,2025-04-18 21:43:25,0,50.37.142.160,100,293,1,2025-04-18 21:43:25,R_71Y3HXENdsGAjXX,,,,,47.6975,-116.7808,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,5,4,4,2,1,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy kidnaps Princess.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Enemy hates Princess.,Enemy's life is at risk.,Princess is a prisoner.,Princess is in prison.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-18 21:39:58,2025-04-18 21:51:25,0,108.233.206.148,100,686,1,2025-04-18 21:51:25,R_6oi26nIbaIYrUwz,,,,,37.2507,-121.836,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,5,4,4,3,4,2,2,4,2,2,4,5,4,2,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Princess heals Jaguar Knight.,Enemy attacks Princess.,Princess liberated by Jaguar Knight.,Jaguar Knight's health is at risk.,Enemy hates Princess.,Princess is a prisoner.,Jaguar Knight's health is normal.,Princess's life is at risk.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-18 22:00:51,2025-04-18 22:05:21,0,73.3.121.43,100,269,1,2025-04-18 22:05:21,R_7lM4FpbKCP9VeTv,,,,,40.13,-111.5783,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,3,5,5,3,3,,,,,,,,,,,,,,,,,,,,The Princess heals Jaguar Knight.,Enemy attacks Princess.,Princess liberated by Jaguar Knight.,Jaguar Knight's health is at risk.,Enemy hates Princess.,Princess is a prisoner.,Jaguar Knight falls in love with Princess.,Princess's life is at risk.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-18 22:07:03,2025-04-18 22:10:18,0,192.74.128.80,100,194,1,2025-04-18 22:10:18,R_1ZyIx4rbf1U4Sdj,,,,,40.3942,-111.8483,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,5,1,1,2,5,2,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy kidnaps Princess.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Enemy hates Princess.,Enemy's life is at risk.,Princess is a prisoner.,Princess is in prison.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-18 22:00:55,2025-04-18 22:11:43,0,73.158.106.240,100,647,1,2025-04-18 22:11:43,R_17DJwxOSL1H0YfV,,,,,37.2379,-121.7946,anonymous,EN,5,4,4,4,2,4,4,4,4,1,5,4,1,5,2,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Princess heals Jaguar Knight.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Princess loves Jaguar Knight.,Jaguar Knight hates Enemy.,Princess is a prisoner.,Jaguar Knight's health is normal.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-18 22:35:43,2025-04-18 22:39:25,0,172.59.228.99,100,221,1,2025-04-18 22:39:25,R_3rPykkwAWtPlprE,,,,,39.6993,-104.8814,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Princess heals Jaguar Knight.,Enemy attacks Princess.,Princess liberated by Jaguar Knight.,Jaguar Knight's health is at risk.,Enemy hates Princess.,Princess is a prisoner.,Jaguar Knight falls in love with Princess.,Princess's life is at risk.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-18 22:48:20,2025-04-18 22:52:36,0,66.7.118.66,100,256,1,2025-04-18 22:52:37,R_3IPdBZspIBZEfst,,,,,40.2584,-111.6591,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,3,5,5,3,3,,,,,,,,,,,,,,,,,,,,Enemy kidnaps Princess.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Enemy hates Princess.,Enemy's life is at risk.,Princess is a prisoner.,Princess is in prison.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-18 22:53:15,2025-04-18 23:03:40,0,24.2.71.222,100,624,1,2025-04-18 23:03:41,R_5qsWjYHVlOOwAHl,,,,,40.3942,-111.8483,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,2,5,3,4,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,Enemy kidnaps Princess.,Enemy attacks Princess.,Princess liberated by Jaguar Knight.,Enemy hates Princess.,Enemy hates Princess.,Princess is a prisoner.,Princess is in prison.,Princess's life is at risk.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-18 23:02:35,2025-04-18 23:07:21,0,73.167.50.63,100,286,1,2025-04-18 23:07:22,R_633KSYkkAjcUBup,,,,,41.6562,-70.4161,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,3,1,1,1,1,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy kidnaps Princess.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Enemy hates Princess.,Enemy's life is at risk.,Princess is a prisoner.,Princess is in prison.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-18 23:12:40,2025-04-18 23:25:46,0,201.141.103.184,100,786,1,2025-04-18 23:25:47,R_5nedklQLrpnUd12,,,,,19.3984,-99.1418,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,3,1,1,1,1,1,,,,,,,The Princess heals Jaguar Knight.,Enemy attacks Princess.,Princess liberated by Jaguar Knight.,Princess loves Jaguar Knight.,Enemy hates Princess.,Princess is a prisoner.,Jaguar Knight's health is normal.,Princess's life is at risk.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-18 23:47:15,2025-04-18 23:55:38,0,189.236.16.168,100,502,1,2025-04-18 23:55:38,R_7tjiWTHxydLDgxX,,,,,19.4269,-99.2631,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,1,1,1,1,1,,5,1,5,1,1,1,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy kidnaps Princess.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Enemy hates Princess.,Jaguar Knight hates Enemy.,Princess is a prisoner.,Princess is in prison.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-19 01:45:49,2025-04-19 01:49:52,0,73.3.121.43,100,243,1,2025-04-19 01:49:53,R_32Wp51SwWCv8YVu,,,,,40.13,-111.5783,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,4,3,2,1,The Princess heals Jaguar Knight.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Princess loves Jaguar Knight.,Jaguar Knight hates Enemy.,Princess is a prisoner.,Jaguar Knight's health is normal.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-19 06:21:38,2025-04-19 06:30:30,0,112.68.187.160,100,531,1,2025-04-19 06:30:31,R_4SF4h5POeGaxutX,,,,,34.674,135.5862,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy kidnaps Princess.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Enemy hates Princess.,Jaguar Knight hates Enemy.,Princess is a prisoner.,Princess is in prison.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-19 07:16:59,2025-04-19 07:20:10,0,80.47.221.15,100,191,1,2025-04-19 07:20:11,R_2w9DDwAOLqD2vlv,,,,,50.73,-1.1621,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,3,1,4,1,2,4,1,4,1,1,1,1,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Princess heals Jaguar Knight.,Enemy attacks Princess.,Princess liberated by Jaguar Knight.,Jaguar Knight's health is at risk.,Enemy hates Princess.,Princess is a prisoner.,Jaguar Knight falls in love with Princess.,Princess's life is at risk.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-19 07:25:29,2025-04-19 07:31:51,0,136.38.189.141,100,381,1,2025-04-19 07:31:51,R_39ie4Tnt59a5oQz,,,,,40.2584,-111.6591,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,5,4,2,2,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy kidnaps Princess.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Enemy hates Princess.,Jaguar Knight hates Enemy.,Princess is a prisoner.,Princess is in prison.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-19 07:29:51,2025-04-19 07:31:56,0,209.33.223.242,100,125,1,2025-04-19 07:31:57,R_61XWlyvWwwd7H0x,,,,,37.086,-113.5609,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,3,2,2,2,1,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy kidnaps Princess.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Enemy hates Princess.,Jaguar Knight hates Enemy.,Princess is a prisoner.,Princess is in prison.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-19 08:08:28,2025-04-19 08:11:50,0,137.119.203.239,100,202,1,2025-04-19 08:11:51,R_5NuSd9yupR6gSdj,,,,,37.2591,-105.9072,anonymous,EN,2,,,,,,,,,,,,,,,,,,2,4,4,2,3,4,4,3,2,2,2,4,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy kidnaps Princess.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Enemy hates Princess.,Jaguar Knight hates Enemy.,Princess is a prisoner.,Princess is in prison.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-19 08:04:48,2025-04-19 08:27:10,0,172.59.153.240,100,1341,1,2025-04-19 08:27:11,R_5lrB2UzMnIi1ZZp,,,,,40.6566,-111.8907,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,5,1,3,4,4,2,5,2,4,2,4,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Princess heals Jaguar Knight.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Princess loves Jaguar Knight.,Enemy's life is at risk.,Princess is a prisoner.,Jaguar Knight falls in love with Princess.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-19 08:36:19,2025-04-19 08:42:57,0,136.60.205.20,100,397,1,2025-04-19 08:42:57,R_30vi4nPmpVeEpMl,,,,,40.2329,-111.6688,anonymous,EN,4,,,,,,,,,,,,,,,,,,1,5,5,1,5,5,5,5,1,1,5,3,1,5,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy kidnaps Princess.,Enemy attacks Princess.,Princess liberated by Jaguar Knight.,Enemy hates Princess.,Enemy hates Princess.,Princess is a prisoner.,Princess is in prison.,Princess's life is at risk.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-19 08:35:48,2025-04-19 08:44:18,0,50.168.112.2,100,509,1,2025-04-19 08:44:18,R_31tt1A2QL4AgLB6,,,,,40.3119,-111.6959,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy kidnaps Princess.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Enemy hates Princess.,Enemy's life is at risk.,Princess is a prisoner.,Princess is in prison.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-19 08:45:43,2025-04-19 08:52:49,0,172.226.137.32,100,426,1,2025-04-19 08:52:50,R_7IH2QMT4Las00ur,,,,,40.576,-111.8788,anonymous,EN,5,4,1,4,1,4,1,5,4,1,5,4,1,5,2,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Princess heals Jaguar Knight.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Princess loves Jaguar Knight.,Enemy's life is at risk.,Princess is a prisoner.,Jaguar Knight falls in love with Princess.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-19 08:52:04,2025-04-19 08:53:35,0,73.20.102.11,100,90,1,2025-04-19 08:53:35,R_1xlSeEUbk7SfJyp,,,,,40.5247,-111.8638,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,3,3,3,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy kidnaps Princess.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Enemy hates Princess.,Enemy's life is at risk.,Princess is a prisoner.,Princess is in prison.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-19 08:54:02,2025-04-19 08:57:31,0,67.172.244.214,100,209,1,2025-04-19 08:57:31,R_71hI1sNVXpgmSFu,,,,,40.3119,-111.6959,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,2,2,2,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Princess heals Jaguar Knight.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Princess loves Jaguar Knight.,Jaguar Knight hates Enemy.,Princess is a prisoner.,Jaguar Knight's health is normal.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-19 08:42:23,2025-04-19 08:59:37,0,66.219.234.42,100,1033,1,2025-04-19 08:59:38,R_1TXEfyap9pFcLMg,,,,,40.2342,-111.6442,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,2,1,2,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy kidnaps Princess.,Enemy attacks Princess.,Princess liberated by Jaguar Knight.,Enemy hates Princess.,Enemy hates Princess.,Princess is a prisoner.,Princess is in prison.,Princess's life is at risk.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-19 09:05:54,2025-04-19 09:13:53,0,162.120.148.103,100,478,1,2025-04-19 09:13:53,R_1oj0EiWYjemoGGa,,,,,37.3388,-121.8916,anonymous,EN,5,3,1,3,1,5,1,4,5,1,5,4,1,4,1,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Princess heals Jaguar Knight.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Jaguar Knight's health is at risk.,Enemy's life is at risk.,Princess is a prisoner.,Jaguar Knight falls in love with Princess.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-19 09:41:53,2025-04-19 09:50:06,0,206.251.218.148,100,492,1,2025-04-19 09:50:06,R_6TvLsgDexotzrMn,,,,,35.9523,-86.6694,anonymous,EN,1,5,3,5,1,3,1,5,4,1,5,4,1,5,3,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Princess heals Jaguar Knight.,Jaguar Knight kills Enemy.,Princess liberated by Jaguar Knight.,Jaguar Knight's health is at risk.,Jaguar Knight hates Enemy.,Princess is a prisoner.,Jaguar Knight falls in love with Princess.,Enemy dies.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-19 09:45:58,2025-04-19 09:53:23,0,184.153.65.55,100,445,1,2025-04-19 09:53:24,R_5hUpS5VQgQsXGPD,,,,,40.781,-73.9501,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,5,3,3,3,4,1,1,4,2,4,4,4,2,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy kidnaps Princess.,Enemy attacks Princess.,Princess liberated by Jaguar Knight.,Enemy hates Princess.,Enemy hates Princess.,Princess is a prisoner.,Princess is in prison.,Princess's life is at risk.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
2025-04-19 09:54:18,2025-04-19 09:57:22,0,136.36.58.127,100,184,1,2025-04-19 09:57:23,R_5NHXqulaIQme8rh,,,,,40.2584,-111.6591,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1,1,1,1,2,,,,,,,The Princess heals Jaguar Knight.,Enemy attacks Princess.,Princess liberated by Jaguar Knight.,Jaguar Knight's health is at risk.,Enemy hates Princess.,Princess is a prisoner.,Jaguar Knight falls in love with Princess.,Princess's life is at risk.,Princess falls deeply in love with Jaguar Knight.,,,,,,,,,
